date,open,close
1985-10-01,0.08075576894687153,0.0858518820305094
1985-10-02,0.0778984013152046,0.08281419949673212
1985-10-03,0.07797745024394899,0.08289823682798043
1985-10-04,0.07628414177652756,0.08109807170439692
1985-10-07,0.07237038028118105,0.0769373313068274
1985-10-08,0.07026882921244237,0.07470316133002806
1985-10-09,0.07314631742778684,0.07776223416196974
1985-10-10,0.07475757812001789,0.07947517386490072
1985-10-11,0.07805210597568989,0.08297760372842487
1985-10-14,0.08253799841751731,0.08774657953956091
1985-10-15,0.08294779935815565,0.08818224107149208
1985-10-16,0.08498304196407598,0.09034591817327155
1985-10-17,0.08591358481262625,0.09133518316201346
1985-10-18,0.08495265635224007,0.09031361506976847
1985-10-21,0.0835085912020072,0.08877842182550966
1985-10-22,0.08516647311655644,0.09054092479470353
1985-10-23,0.08654451834489692,0.09200593191331605
1985-10-24,0.08747459154260603,0.09299469761378251
1985-10-25,0.08387782448919621,0.08917095567203082
1985-10-28,0.0836619296079131,0.08894143669003583
1985-10-29,0.08712898257633704,0.09262727890688702
1985-10-30,0.08794930772706343,0.09349937088229938
1985-10-31,0.08727049293196776,0.0927777193090544
1985-11-01,0.0890551181915524,0.09467496379390755
1985-11-04,0.08849703185279427,0.09408165927656188
1985-11-05,0.08939419501767205,0.09503543814830885
1985-11-06,0.09154098081894566,0.09731769740680178
1985-11-07,0.09208386830763257,0.09789484394682484
1985-11-08,0.09591695879155361,0.10196982256852993
1985-11-11,0.09864803118651333,0.10487323997296474
1985-11-12,0.1021183199279188,0.10856252215706422
1985-11-13,0.10045033457250237,0.10678927816682944
1985-11-14,0.10209625141404143,0.10853906100407544
1985-11-15,0.10293022996717617,0.10942566798328461
1985-11-18,0.10235324003814138,0.10881226695984966
1985-11-19,0.1038808574511359,0.11043628505339836
1985-11-20,0.10291895800885055,0.10941368470519756
1985-11-21,0.10646060017755528,0.11317882309254859
1985-11-22,0.10736909744966733,0.11414465131321375
1985-11-25,0.10517769381383175,0.1118149586005017
1985-11-26,0.10724470943071664,0.11401241375708338
1985-11-27,0.1119470134848585,0.11901145788968727
1985-11-29,0.11269861306122686,0.11981048734610925
1985-12-02,0.11032890586894108,0.11729123918623088
1985-12-03,0.11042544573934736,0.11739387122940804
1985-12-04,0.11757184913648755,0.12499125020795938
1985-12-05,0.11898151108387778,0.12648986922661876
1985-12-06,0.11477542378781373,0.122018355735251
1985-12-09,0.11618952238371345,0.12352169137823846
1985-12-10,0.11750562363234017,0.12492084552673827
1985-12-11,0.12080095662175563,0.128424131332173
1985-12-12,0.12241755452082598,0.13014274504772147
1985-12-13,0.1290717635080193,0.13721686956445678
1985-12-16,0.13046687292854847,0.13870001771539223
1985-12-17,0.12726744843196136,0.1352986927323161
1985-12-18,0.1260949804793157,0.13405223589501805
1985-12-19,0.12833372969117648,0.13643226193822264
1985-12-20,0.1292852275535004,0.13744380431214587
1985-12-23,0.12475752369581847,0.13263037856525564
1985-12-24,0.12274228999264993,0.13048797303306198
1985-12-26,0.1236093520766096,0.1314097512876187
1985-12-27,0.1268274624890976,0.13483094136601217
1985-12-30,0.12813278630925243,0.1362186379737093
1985-12-31,0.12912634440218201,0.1372748947996553
1986-01-02,0.12605481218461598,0.13400953276999183
1986-01-03,0.12399794591186589,0.1318228674344559
1986-01-06,0.12341704851187531,0.13120531235812902
1986-01-07,0.1303081256720608,0.13853125267340974
1986-01-08,0.1254830303072351,0.1334016684536186
1986-01-09,0.11868393201996669,0.12617351136113364
1986-01-10,0.12077452387498779,0.128396030540281
1986-01-13,0.11943560291861938,0.12697261664065063
1986-01-14,0.11964719106972888,0.12719755711518263
1986-01-15,0.1261665108003524,0.1341282801549308
1986-01-16,0.13052909045321517,0.13876616149258086
1986-01-17,0.12964909248813172,0.1378306310348728
1986-01-20,0.12620983473856418,0.13417433806114554
1986-01-21,0.12470248719245312,0.1325718689695214
1986-01-22,0.12046774651490706,0.12806989391783602
1986-01-23,0.1194812675903977,0.12702116299301158
1986-01-24,0.12203566227232014,0.12973675339294996
1986-01-27,0.12368389810845762,0.131489001565531
1986-01-28,0.12704883592122238,0.13506628462417583
1986-01-29,0.1301127861492002,0.13832358620089363
1986-01-30,0.12753412956006843,0.1355822028399974
1986-01-31,0.12963551260515782,0.13781619418997285
1986-02-03,0.13345650901806186,0.14187831554127164
1986-02-04,0.13450304576417776,0.14299089425162045
1986-02-05,0.13781823227518547,0.14651528644011433
1986-02-06,0.14060819765484658,0.14948131328584285
1986-02-07,0.14298753328602512,0.15201079748966878
1986-02-10,0.14515912626124125,0.15431942938504695
1986-02-11,0.14555519051063956,0.154740487368387
1986-02-12,0.1468046713265965,0.15606881698507966
1986-02-13,0.14836284350167392,0.15772531800664724
1986-02-14,0.15151496926981328,0.16107635946313645
1986-02-18,0.15334887210438386,0.16302599119672256
1986-02-19,0.14973822819472604,0.15918749669622373
1986-02-20,0.1506889476690772,0.16019821156180566
1986-02-21,0.15453465029333813,0.16428659821613473
1986-02-24,0.15139923393744253,0.16095332062354603
1986-02-25,0.14877669760902254,0.15816528848139205
1986-02-26,0.1470654955486253,0.15634610058515344
1986-02-27,0.15227748323998633,0.1618869920689256
1986-02-28,0.1519214310443314,0.1615084711100306
1986-03-03,0.14966727888887657,0.15911207011660755
1986-03-04,0.15222335853460014,0.16182945181041097
1986-03-05,0.15121758344462458,0.16076020703075175
1986-03-06,0.15298210014930325,0.16263607400529073
