month_end_date,price,investment_amount,shares_bought,total_shares,total_invested,portfolio_value,portfolio_value_change,portfolio_peak,drawdown,max_drawdown_to_date,cagr,unrealized_gain,portfolio_multiple
2001-05-31,44.72999954223633,500.0,11.17818030666141,205.85542601282643,13500.0,9207.913111320591,223.55792492717228,12652.399307149544,-0.2722397635587238,-0.4311391900838849,-0.1617625286839225,-4292.086888679409,0.6820676378755993
2001-06-29,45.70000076293945,500.0,10.940918854545762,216.7963448673722,14000.0,9907.593125841395,699.6800145208035,12652.399307149544,-0.21693957917982643,-0.4311391900838849,-0.14257211410317272,-4092.406874158605,0.7076852232743853
2001-07-31,41.7599983215332,500.0,11.973180557868439,228.76952542524063,14500.0,9553.414997775995,-354.1781280653995,12652.399307149544,-0.24493254078871762,-0.4311391900838849,-0.16361020891429845,-4946.585002224005,0.6588562067431721
2001-08-31,36.630001068115234,500.0,13.650013251985063,242.4195386772257,15000.0,8879.82796067878,-673.5870370972152,12652.399307149544,-0.29817043035774105,-0.4311391900838849,-0.19475761499950173,-6120.17203932122,0.5919885307119187
2001-09-28,28.979999542236328,500.0,17.253278395373503,259.6728170725992,15500.0,7525.3181198951415,-1354.5098407836385,12652.399307149544,-0.4052260020245505,-0.4311391900838849,-0.25127039093332826,-7974.6818801048585,0.48550439483194463
2001-10-31,33.900001525878906,500.0,14.749261872991516,274.42207894559067,16000.0,9302.908894990385,1777.5907750952438,12652.399307149544,-0.26473163949753376,-0.4311391900838849,-0.18907856453325733,-6697.091105009615,0.581431805936899
2001-11-30,39.650001525878906,500.0,12.610339993900332,287.032418939491,16500.0,11380.83584892753,2077.9269539371453,12652.399307149544,-0.10049978880317867,-0.4311391900838849,-0.1298940995490383,-5119.164151072469,0.6897476272077291
2001-12-31,38.90999984741211,500.0,12.850167102564377,299.8825860420554,17000.0,11668.431377137924,287.59552821039324,12652.399307149544,-0.07776927570216707,-0.4311391900838849,-0.12770759380937002,-5331.568622862076,0.6863783163022308
2002-01-31,38.5099983215332,500.0,12.983641178722685,312.86622722077806,17500.0,12048.477885136588,380.0465079986643,12652.399307149544,-0.047731770658842154,-0.4311391900838849,-0.12319184672340466,-5451.522114863412,0.6884844505792336
2002-02-28,33.779998779296875,500.0,14.801658320557447,327.6678855413355,18000.0,11068.620773601102,-979.8571115354862,12652.399307149544,-0.12517614209768813,-0.4311391900838849,-0.15359929918881132,-6931.379226398898,0.6149233763111723
2002-03-28,36.060001373291016,500.0,13.865778728736846,341.5336642700724,18500.0,12315.704402603924,1247.083629002822,12652.399307149544,-0.02661115068944775,-0.4311391900838849,-0.12713143810974037,-6184.295597396076,0.665713751492104
2002-04-30,31.729999542236328,500.0,15.757957996010738,357.29162226608315,19000.0,11336.863010947693,-978.8413916562313,12652.399307149544,-0.10397524329306274,-0.4311391900838849,-0.15422239465654963,-7663.136989052307,0.5966770005761943
2002-05-31,30.040000915527344,500.0,16.64447352734785,373.936095793431,19500.0,11233.040659983388,-103.82235096430486,12652.399307149544,-0.11218098739296933,-0.4311391900838849,-0.1597999208835963,-8266.959340016612,0.5760533671786353
2002-06-28,26.100000381469727,500.0,19.157087842611148,393.0931836360421,20000.0,10259.732242853848,-973.3084171295395,12652.399307149544,-0.18910777364919729,-0.4311391900838849,-0.18595494859274564,-9740.267757146152,0.5129866121426924
2002-07-31,23.850000381469727,500.0,20.964360251686845,414.05754388772897,20500.0,9875.272579672754,-384.4596631810946,12652.399307149544,-0.21949407855848402,-0.4311391900838849,-0.19669663328960552,-10624.727420327246,0.48172061364257335
2002-08-30,23.489999771118164,500.0,21.285653676964643,435.3431975646936,21000.0,10226.211611152501,350.9390314797474,12652.399307149544,-0.19175712345926887,-0.4311391900838849,-0.18989423791121374,-10773.788388847499,0.4869624576739286
2002-09-30,20.719999313354492,500.0,24.13127493096677,459.47447249566034,21500.0,9520.310754614,-705.9008565385011,12652.399307149544,-0.2475489807506851,-0.4311391900838849,-0.20755455420446456,-11979.689245386,0.44280515137739535
2002-10-31,24.549999237060547,500.0,20.36659941093614,479.8410719065965,22000.0,11780.09794921726,2259.787194603259,12652.399307149544,-0.0689435526619343,-0.4311391900838849,-0.15983251959532208,-10219.90205078274,0.5354589976916936
2002-11-29,27.719999313354492,500.0,18.037518484321104,497.87859039091757,22500.0,13801.194183770138,2021.0962345528787,13801.194183770138,0.0,-0.4311391900838849,-0.12481534664087413,-8698.805816229862,0.6133864081675617
2002-12-31,24.3700008392334,500.0,20.517028427633342,518.3956188185509,23000.0,12633.301665663002,-1167.8925181071354,13801.194183770138,-0.08462256979765914,-0.4311391900838849,-0.14753165648968403,-10366.698334336998,0.5492739854636088
2003-01-31,24.440000534057617,500.0,20.45826469206661,538.8538835106175,23500.0,13169.589200778513,536.2875351155108,13801.194183770138,-0.04576451679336391,-0.4311391900838849,-0.1400335060291409,-10330.410799221487,0.560408051096958
2003-02-28,25.15999984741211,500.0,19.872814110983736,558.7266976216013,24000.0,14057.563626904559,887.9744261260457,14057.563626904559,0.0,-0.4311391900838849,-0.12769784085012936,-9942.436373095441,0.58573181778769
2003-03-31,25.25,500.0,19.801980198019802,578.5286778196211,24500.0,14607.849114945431,550.2854880408722,14607.849114945431,0.0,-0.4311391900838849,-0.12126848890225572,-9892.150885054569,0.5962387393855278
2003-04-30,27.450000762939453,500.0,18.21493574146109,596.7436135610822,25000.0,16380.612647530952,1772.7635325855208,16380.612647530952,0.0,-0.4311391900838849,-0.09838309189838357,-8619.387352469048,0.655224505901238
2003-05-30,29.790000915527344,500.0,16.784155241142898,613.5277688022251,25500.0,18276.992794319733,1896.3801467887806,18276.992794319733,0.0,-0.4311391900838849,-0.07685857854101474,-7223.007205680267,0.716744815463519
2003-06-30,29.950000762939453,500.0,16.694490392758418,630.2222591949835,26000.0,18875.15714371118,598.1643493914489,18875.15714371118,0.0,-0.4311391900838849,-0.07259651266060785,-7124.842856288818,0.72596758245043
2003-07-31,31.799999237060547,500.0,15.723270817481247,645.9455300124647,26500.0,20541.067361579047,1665.9102178678659,20541.067361579047,0.0,-0.4311391900838849,-0.05707705966359189,-5958.932638420953,0.7751346174180772
2003-08-29,33.38999938964844,500.0,14.974543550156815,660.9200735626215,27000.0,22068.120852862332,1527.0534912832845,22068.120852862332,0.0,-0.4311391900838849,-0.044672686959763785,-4931.879147137668,0.8173378093652716
2003-09-30,32.41999816894531,500.0,15.42257952620563,676.3426530888271,27500.0,21927.02757471939,-141.09327814294375,22068.120852862332,-0.006393533871038359,-0.4311391900838849,-0.04906851442294613,-5572.972425280612,0.7973464572625232
2003-10-31,35.18000030517578,500.0,14.212620683986708,690.5552737728138,28000.0,24293.734742068336,2366.707167348948,24293.734742068336,0.0,-0.4311391900838849,-0.030486416870743382,-3706.2652579316637,0.8676333836452977
2003-11-28,35.380001068115234,500.0,14.132277696582785,704.6875514693967,28500.0,24931.846323674763,638.1115816064266,24931.846323674763,0.0,-0.4311391900838849,-0.028279545050441723,-3568.153676325237,0.8748016253920969
2003-12-31,36.459999084472656,500.0,13.713659148525231,718.401210617922,29000.0,26192.907481413484,1261.0611577387208,26192.907481413484,0.0,-0.4311391900838849,-0.02119176017564839,-2807.0925185865162,0.9032037062556374
2004-01-30,37.06999969482422,500.0,13.487995794880216,731.8892064128022,29500.0,27131.13265836772,938.2251769542345,27131.13265836772,0.0,-0.4311391900838849,-0.017163491972789657,-2368.8673416322818,0.9196994121480583
2004-02-27,36.56999969482422,500.0,13.672409192575557,745.5616156053777,30000.0,27265.188055161314,134.05539679359572,27265.188055161314,0.0,-0.4311391900838849,-0.01927246097341595,-2734.811944838686,0.9088396018387105
2004-03-31,35.84000015258789,500.0,13.950892797747285,759.512508403125,30500.0,27220.92841706041,-44.25963810090252,27265.188055161314,-0.0016233021393932123,-0.4311391900838849,-0.022481743520685882,-3279.0715829395886,0.8924894562970627
2004-04-30,34.77000045776367,500.0,14.380212637827468,773.8927210409524,31000.0,26908.25026485389,-312.6781522065212,27265.188055161314,-0.013091337920915436,-0.4311391900838849,-0.027457480472188323,-4091.7497351461097,0.8680080730598029
2004-05-28,36.54999923706055,500.0,13.679890846427591,787.57261188738,31500.0,28785.778363613525,1877.5280987596343,28785.778363613525,0.0,-0.4311391900838849,-0.01730766121994154,-2714.2216363864754,0.9138342337655088
2004-06-30,37.7400016784668,500.0,13.248542071085375,800.8211539584654,32000.0,30222.991694544202,1437.2133309306773,30222.991694544202,0.0,-0.4311391900838849,-0.010820791094076743,-1777.008305455798,0.9444684904545063
2004-07-30,34.88999938964844,500.0,14.330754048346177,815.1519080068116,32500.0,28440.649572828417,-1782.3421217157847,30222.991694544202,-0.05897305401561326,-0.4311391900838849,-0.02470555350369963,-4059.350427171583,0.8750969099331821
2004-08-31,34.02000045776367,500.0,14.697236721697205,829.8491447285088,33000.0,28231.46828353866,-209.18128928975784,30222.991694544202,-0.06589431751606012,-0.4311391900838849,-0.028379177995183746,-4768.531716461341,0.8554990388951109
2004-09-30,35.13999938964844,500.0,14.22879933649886,844.0779440650076,33500.0,29660.898439260076,1429.4301557214167,30222.991694544202,-0.018598200368946105,-0.4311391900838849,-0.021874512713701222,-3839.101560739924,0.8853999534107485
2004-10-29,36.900001525878906,500.0,13.550134941033466,857.628079006041,34000.0,31646.47742395951,1985.578984699434,31646.47742395951,0.0,-0.4311391900838849,-0.012767325784257988,-2353.52257604049,0.930778747763515
2004-11-30,39.119998931884766,500.0,12.78118644304141,870.4092654490825,34500.0,34050.40953467071,2403.932110711201,34050.40953467071,0.0,-0.4311391900838849,-0.0023106928736996712,-449.59046532928915,0.986968392309296
2004-12-31,39.91999816894531,500.0,12.52505067470072,882.9343161237832,35000.0,35246.73628296041,1196.326748289699,35246.73628296041,0.0,-0.4311391900838849,0.001221384287075633,246.73628296040988,1.0070496080845832
2005-01-31,37.400001525878906,500.0,13.368983411779418,896.3032995355626,35500.0,33521.74477028034,-1724.9915126800697,35246.73628296041,-0.048940460723281065,-0.4311391900838849,-0.009770246675160688,-1978.2552297196598,0.9442745005712772
2005-02-28,37.220001220703125,500.0,13.43363738854156,909.7369369241042,36000.0,33860.409902833875,338.66513255353493,35246.73628296041,-0.03933204961154768,-0.4311391900838849,-0.01030255623054288,-2139.590097166125,0.9405669417453855
2005-03-31,36.56999969482422,500.0,13.672409192575557,923.4093461166797,36500.0,33769.07950568481,-91.33039714906772,35246.73628296041,-0.041923222774812086,-0.4311391900838849,-0.012874299484921803,-2730.9204943151926,0.9251802604297208
2005-04-29,34.97999954223633,500.0,14.293882405466555,937.7032285221462,37000.0,32800.8585044582,-968.2210012266078,35246.73628296041,-0.06939302858757557,-0.4311391900838849,-0.01961519439564441,-4199.1414955418,0.8865096893096811
2005-05-31,38.08000183105469,500.0,13.130251469479818,950.8334799916261,37500.0,36207.74065910922,3406.8821546510226,36207.74065910922,0.0,-0.4311391900838849,-0.0056688804179615415,-1292.2593408907778,0.9655397509095792
2005-06-30,36.779998779296875,500.0,13.594345203769974,964.427825195396,38000.0,35471.6542334066,-736.0864257026187,36207.74065910922,-0.020329532091846514,-0.4311391900838849,-0.010954784268957796,-2528.3457665933965,0.9334645850896475
2005-07-29,39.58000183105469,500.0,12.632642164450262,977.0604673598464,38500.0,38672.055087153865,3200.400853747262,38672.055087153865,0.0,-0.4311391900838849,0.0007046681077058636,172.05508715386532,1.0044689633026977
2005-08-31,38.97999954223633,500.0,12.82709096643859,989.887558326285,39000.0,38585.816570424024,-86.23851672984165,38672.055087153865,-0.0022299957045336383,-0.4311391900838849,-0.0016615824921625277,-414.18342957597633,0.9893799120621545
2005-09-30,39.459999084472656,500.0,12.67105959454388,1002.5586179208289,39500.0,39560.96214528608,975.1455748620574,39560.96214528608,0.0,-0.4311391900838849,0.00023719057127302712,60.96214528608107,1.0015433454502805
2005-10-31,38.869998931884766,500.0,12.863391143287473,1015.4220090641163,40000.0,39469.45240773448,-91.50973755159794,39560.96214528608,-0.0023131322543554766,-0.4311391900838849,-0.0020249121383083546,-530.5475922655169,0.986736310193362
2005-11-30,41.2400016784668,500.0,12.124150815955756,1027.546159880072,40500.0,42376.00535815628,2906.5529504217993,42376.00535815628,0.0,-0.4311391900838849,0.006812218196456277,1876.0053581562825,1.0463211199544762
2005-12-30,40.40999984741211,500.0,12.373175003414914,1039.919334883487,41000.0,42023.14016396261,-352.8651941936696,42376.00535815628,-0.00832700466245695,-0.4311391900838849,0.003657372336417053,1023.1401639626129,1.0249546381454295
2006-01-31,42.0,500.0,11.904761904761905,1051.8240967882489,41500.0,44176.612065106456,2153.471901143843,44176.612065106456,0.0,-0.4311391900838849,0.009180562973229778,2676.6120651064557,1.0644966762676253
2006-02-28,41.099998474121094,500.0,12.16545057330911,1063.989547361558,42000.0,43729.968773040826,-446.6432920656298,44176.612065106456,-0.010110401662476454,-0.4311391900838849,0.0058534306978805795,1729.968773040826,1.0411897326914483
2006-03-31,41.93000030517578,500.0,11.924636211802762,1075.9141835733608,42500.0,45113.08204557397,1383.1132725331408,45113.08204557397,0.0,-0.4311391900838849,0.008559443930802102,2613.0820455739668,1.0614842834252698
2006-04-28,41.849998474121094,500.0,11.94743173788134,1087.861615311242,43000.0,45527.00694083039,413.92489525642304,45527.00694083039,0.0,-0.4311391900838849,0.008101261756175537,2527.00694083039,1.0587676032751254
2006-05-31,38.81999969482422,500.0,12.87995888538515,1100.7415741966272,43500.0,42730.7875743934,-2796.2193664369915,45527.00694083039,-0.06141891493264917,-0.4311391900838849,-0.002485974879649855,-769.2124256066018,0.9823169557331816
2006-06-30,38.77000045776367,500.0,12.896569360237788,1113.638143556865,44000.0,43175.751335482746,444.9637610893478,45527.00694083039,-0.051645292834722856,-0.4311391900838849,-0.0026049688840987795,-824.2486645172539,0.981267075806426
2006-07-31,37.099998474121094,500.0,13.477089503083736,1127.1152330599489,44500.0,41815.97342668274,-1359.7779088000025,45527.00694083039,-0.08151279347159202,-0.4311391900838849,-0.008445664455646762,-2684.0265733172564,0.9396847961052301
2006-08-31,38.869998931884766,500.0,12.863391143287473,1139.9786242032364,45000.0,44310.967905151265,2494.9944784685213,45527.00694083039,-0.02671027852236285,-0.4311391900838849,-0.0020774652932833426,-689.0320948487351,0.9846881756700281
2006-09-29,40.650001525878906,500.0,12.300122539520356,1152.2787467427568,45500.0,46840.1328133309,2529.164908179635,46840.1328133309,0.0,-0.4311391900838849,0.0038783582907830905,1340.1328133308998,1.0294534684248549
2006-10-31,42.58000183105469,500.0,11.742601655675298,1164.021348398432,46000.0,49564.031146191985,2723.898332861085,49564.031146191985,0.0,-0.4311391900838849,0.009884641313535392,3564.0311461919846,1.0774789379606953
2006-11-30,44.040000915527344,500.0,11.353314932010212,1175.3746633304422,46500.0,51763.50124916032,2199.4701029683347,51763.50124916032,0.0,-0.4311391900838849,0.014081095743292193,5263.501249160319,1.1131935752507596
2006-12-29,43.15999984741211,500.0,11.584800782384159,1186.9594641128265,47000.0,51229.17028999395,-534.330959166371,51763.50124916032,-0.010322542839488413,-0.4311391900838849,0.01118214340232404,4229.170289993948,1.089982346595616
2007-01-31,44.06999969482422,500.0,11.345586645391384,1198.305050758218,47500.0,52809.30322122099,1580.132931227039,52809.30322122099,0.0,-0.4311391900838849,0.013609146539520278,5309.303221220987,1.111774804657284
2007-02-28,43.33000183105469,500.0,11.53934869307227,1209.8443994512902,48000.0,52422.56004351567,-386.7431777053207,52809.30322122099,-0.007323391033682736,-0.4311391900838849,0.011197132641917573,4422.560043515667,1.0921366675732431
2007-03-30,43.529998779296875,500.0,11.486331587902615,1221.3307310391929,48500.0,53164.52523125383,741.9651877381621,53164.52523125383,0.0,-0.4311391900838849,0.011548311256059707,4664.525231253829,1.0961757779639965
2007-04-30,45.959999084472656,500.0,10.879025456049723,1232.2097564952426,49000.0,56632.35928039962,3467.834049145793,56632.35928039962,0.0,-0.4311391900838849,0.01807212969795513,7632.359280399622,1.15576243429387
2007-05-31,47.40999984741211,500.0,10.546298283257485,1242.7560547785001,49500.0,58919.06436741917,2286.7050870195453,58919.06436741917,0.0,-0.4311391900838849,0.021557380064387566,9419.064367419167,1.1902841286347305
2007-06-29,47.599998474121094,500.0,10.504202017397905,1253.260256795898,50000.0,59655.18631116135,736.1219437421823,59655.18631116135,0.0,-0.4311391900838849,0.021640701618447666,9655.18631116135,1.193103726223227
2007-07-31,47.529998779296875,500.0,10.519672056414823,1263.7799288523127,50500.0,60067.45847565031,412.2721644889607,60067.45847565031,0.0,-0.4311391900838849,0.021035441317704073,9567.45847565031,1.1894546232802041
2007-08-31,48.869998931884766,500.0,10.231225924455254,1274.0111547767679,51000.0,62260.92377314992,2193.4652974996134,62260.92377314992,0.0,-0.4311391900838849,0.02398022493869645,11260.923773149923,1.2208024269245084
2007-09-28,51.40999984741211,500.0,9.725734321805666,1283.7368890985736,51500.0,65996.91327267497,3735.9894995250434,65996.91327267497,0.0,-0.4311391900838849,0.029624559284715968,14496.913272674967,1.281493461605339
2007-10-31,55.029998779296875,500.0,9.085953318031104,1292.8228424166048,52000.0,71144.03944003288,5147.126167357914,71144.03944003288,0.0,-0.4311391900838849,0.03718288551759463,19144.03944003288,1.368154604616017
2007-11-30,51.310001373291016,500.0,9.74468888360371,1302.5675313002084,52500.0,66834.74181981798,-4309.2976202149,71144.03944003288,-0.06057144989422758,-0.4311391900838849,0.028241450225996223,14334.74181981798,1.2730427013298662
2007-12-31,51.220001220703125,500.0,9.7618115596198,1312.3293428598283,53000.0,67217.51054324493,382.76872342695424,71144.03944003288,-0.05519125604468389,-0.4311391900838849,0.02752139304133605,14217.510543244935,1.2682549159102818
2008-01-31,45.130001068115234,500.0,11.079104546116545,1323.4084474059448,53500.0,59725.42464498301,-7492.085898261925,71144.03944003288,-0.16049995031101083,-0.4311391900838849,0.012532807476581365,6225.42464498301,1.116363077476318
2008-02-29,42.95000076293945,500.0,11.641443332206835,1335.0498907381516,54000.0,57340.393825765845,-2385.030819217165,71144.03944003288,-0.19402392277573854,-0.4311391900838849,0.006753535981392167,3340.3938257658447,1.0618591449215897
2008-03-31,43.720001220703125,500.0,11.436413221398322,1346.48630395955,54500.0,58868.38285277157,1527.9890270057222,71144.03944003288,-0.17254652229310696,-0.4311391900838849,0.008601703964968177,4368.382852771567,1.0801538138123223
2008-04-30,47.209999084472656,500.0,10.590976693419377,1357.0772806529694,55000.0,64067.617177185326,5199.234324413759,71144.03944003288,-0.09946612981980385,-0.4311391900838849,0.016940609594917166,9067.617177185326,1.164865766857915
2008-05-30,50.0099983215332,500.0,9.998000735479149,1367.0752813884485,55500.0,68367.43252764584,4299.815350460514,71144.03944003288,-0.03902796262682606,-0.4311391900838849,0.02300800888079113,12867.43252764584,1.2318456311287538
2008-06-30,45.16999816894531,500.0,11.069294227772483,1378.144575616221,56000.0,62250.78795712661,-6116.644570519231,71144.03944003288,-0.12500346554544983,-0.4311391900838849,0.011503896822704363,6250.787957126609,1.111621213520118
2008-07-31,45.459999084472656,500.0,10.998680379885451,1389.1432559961063,56500.0,63150.451145784355,899.6631886577452,71144.03944003288,-0.11235780758536074,-0.4311391900838849,0.01199036172267931,6650.451145784355,1.1177070999253869
2008-08-29,46.119998931884766,500.0,10.841283859057686,1399.984539855164,57000.0,64567.28548277535,1416.8343369909926,71144.03944003288,-0.09244279645944287,-0.4311391900838849,0.013327308365331358,7567.285482775347,1.1327593944346552
2008-09-30,38.90999984741211,500.0,12.850167102564377,1412.8347069577285,57500.0,54973.39823214375,-9593.887250631597,71144.03944003288,-0.22729439226626036,-0.4311391900838849,-0.0047172661051188,-2526.6017678562494,0.9560590996894566
2008-10-31,32.88999938964844,500.0,15.20218939734509,1428.0368963550736,58000.0,46968.13264951382,-8005.265582629931,71144.03944003288,-0.33981633571561354,-0.4311391900838849,-0.02176327056355898,-11031.86735048618,0.809795390508859
2008-11-28,29.1200008392334,500.0,17.170329175483733,1445.2072255305573,58500.0,42084.435620316,-4883.697029197821,71144.03944003288,-0.4084615387099455,-0.4311391900838849,-0.033503017769966226,-16415.564379684,0.7193920618857436
2008-12-31,29.739999771118164,500.0,16.812374036585307,1462.0195995671424,59000.0,43480.462556497085,1396.026936181086,71144.03944003288,-0.3888389962289581,-0.4311391900838849,-0.030804213045437123,-15519.537443502915,0.7369569924830014
2009-01-30,29.059999465942383,500.0,17.205781458667538,1479.22538102581,59500.0,42986.28878261846,-494.17377387862507,71144.03944003288,-0.39578509849934107,-0.4311391900838849,-0.03250709699975618,-16513.71121738154,0.7224586350019909
2009-02-27,27.530000686645508,500.0,18.16200463236982,1497.38738565818,60000.0,41223.07575534401,-1763.213027274447,71144.03944003288,-0.4205688054852321,-0.4311391900838849,-0.037152638699996965,-18776.924244655987,0.6870512625890669
2009-03-31,30.31999969482422,500.0,16.49076533748622,1513.8781509956661,60500.0,45900.78507618965,4677.709320845635,71144.03944003288,-0.3548189639290963,-0.4311391900838849,-0.027234047136469264,-14599.214923810352,0.7586906624163579
2009-04-30,34.279998779296875,500.0,14.585764813444827,1528.463915809111,61000.0,52395.741168135646,6494.956091945998,71144.03944003288,-0.2635259175535025,-0.4311391900838849,-0.01496551638405652,-8604.258831864354,0.8589465765268138
2009-05-29,35.380001068115234,500.0,14.132277696582785,1542.596193505694,61500.0,54577.05497390195,2181.313805766302,71144.03944003288,-0.23286538965917447,-0.4311391900838849,-0.011681925559575812,-6922.945026098052,0.8874317881935276
2009-06-30,36.380001068115234,500.0,13.743814879604782,1556.3400083852987,62000.0,56619.65116740764,2042.5961935056912,71144.03944003288,-0.2041546753170771,-0.4311391900838849,-0.00881669382973349,-5380.348832592361,0.913220180119478
2009-07-31,39.45000076293945,500.0,12.674270984291473,1569.0142793695902,62500.0,61897.61451819323,5277.963350785591,71144.03944003288,-0.1299676683333878,-0.4311391900838849,-0.0009366055445260146,-602.3854818067703,0.9903618322910916
2009-08-31,40.029998779296875,500.0,12.49063240687869,1581.5049117764688,63000.0,63307.63968786406,1410.0251696708292,71144.03944003288,-0.11014836680413831,-0.4311391900838849,0.00046758183834016975,307.63968786405894,1.0048831696486358
2009-09-30,42.25,500.0,11.834319526627219,1593.339231303096,63500.0,67318.58252255581,4010.9428346917484,71144.03944003288,-0.05377058918198674,-0.4311391900838849,0.005575666318436534,3818.5825225558074,1.0601351578355245
