month_end_date,price,investment_amount,shares_bought,total_shares,total_invested,portfolio_value,portfolio_value_change,portfolio_peak,drawdown,max_drawdown_to_date,cagr,unrealized_gain,portfolio_multiple
2024-01-31,416.9700012207031,500.0,1.199127032007631,1.199127032007631,500.0,500.00000000000006,,500.00000000000006,0.0,0.0,,5.684341886080802e-14,1.0000000000000002
2024-02-29,439.0,500.0,1.1389521640091116,2.338079196016743,1000.0,1026.41676705135,526.41676705135,1026.41676705135,0.0,0.0,0.3887292961057782,26.416767051350007,1.02641676705135
2024-03-28,444.010009765625,500.0,1.1261007387286828,3.4641799347454256,1500.0,1538.1305666561987,511.71379960484865,1538.1305666561987,0.0,0.0,0.17451095932242078,38.13056665619865,1.025420377770799
2024-04-30,424.5899963378906,500.0,1.1776066424374676,4.641786577182893,2000.0,1970.8561458073546,432.7255791511559,1970.8561458073546,0.0,0.0,-0.05783194848379625,-29.14385419264545,0.9854280729036773
2024-05-31,450.7099914550781,500.0,1.1093608073470778,5.751147384529971,2500.0,2592.099588538398,621.2434427310436,2592.099588538398,0.0,0.0,0.11538861881536455,92.09958853839817,1.0368398354153592
2024-06-28,479.1099853515625,500.0,1.0436017100188566,6.794749094548828,3000.0,3255.4321391568315,663.3325506184333,3255.4321391568315,0.0,0.0,0.22177140998604083,255.43213915683145,1.0851440463856106
2024-07-31,471.07000732421875,500.0,1.0614133615513115,7.856162456100139,3500.0,3700.8025057353448,445.3703665785133,3700.8025057353448,0.0,0.0,0.11846173885330158,200.80250573534477,1.0573721444958128
2024-08-30,476.2699890136719,500.0,1.0498247034953254,8.905987159595465,4000.0,4241.654406656435,540.85190092109,4241.654406656435,0.0,0.0,0.10634327053806025,241.65440665643473,1.0604136016641086
2024-09-30,488.07000732421875,500.0,1.024443199739287,9.930430359334753,4500.0,4846.745218213157,605.0908115567227,4846.745218213157,0.0,0.0,0.11803402118275752,346.7452182131574,1.077054492936257
2024-10-31,483.8500061035156,500.0,1.0333781000160394,10.963808459350792,5000.0,5304.838789974657,458.09357176149933,5304.838789974657,0.0,0.0,0.08208421340824557,304.8387899746567,1.0609677579949313
2024-11-29,509.739990234375,500.0,0.9808922383548981,11.94470069770569,5500.0,6088.691617001031,783.8528270263741,6088.691617001031,0.0,0.0,0.13040204801210464,588.6916170010309,1.107034839454733
2024-12-30,515.6099853515625,500.0,0.969725207433834,12.914425905139524,6000.0,6658.806951772829,570.1153347717982,6658.806951772829,0.0,0.0,0.1206691749160087,658.806951772829,1.1098011586288048
